City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Bembereke,BJ,10.2283,2.6634,81.84,49,100,7.34,overcast clouds
346,Gilgit,PK,35.9221,74.3087,45.81,33,0,5.86,clear sky
347,Berbera,SO,10.4396,45.0143,82.06,85,9,0.89,clear sky
348,Viedma,AR,-40.8135,-62.9967,61.54,58,36,7.18,scattered clouds
349,Aklavik,CA,68.2191,-135.0107,39.2,45,75,3.44,broken clouds
350,Shingu,JP,33.7333,135.9833,60.8,67,75,4.61,broken clouds
351,Lakes Entrance,AU,-37.8811,147.981,60.01,70,7,8.37,clear sky
352,Kangasala,FI,61.4638,24.076,35.01,93,75,9.22,light rain
353,Kieta,PG,-6.2167,155.6333,82.15,73,97,2.57,overcast clouds
354,Bonavista,CA,48.6499,-53.1147,39.99,52,99,11.5,overcast clouds
355,Beyneu,KZ,45.3167,55.2,50.34,78,11,13.8,few clouds
356,Krutinka,RU,56.0055,71.5113,33.91,63,100,10.09,overcast clouds
357,Barsovo,RU,61.1667,73.1667,41.0,56,40,8.95,light rain
358,San Patricio,US,28.017,-97.5169,81.0,83,75,20.71,broken clouds
359,Longyearbyen,SJ,78.2186,15.6401,15.8,62,75,6.91,broken clouds
360,Trinidad,BO,-14.8333,-64.9,82.4,89,75,3.44,broken clouds
361,Nemuro,JP,43.3236,145.575,40.89,78,100,16.62,overcast clouds
362,Fortuna Foothills,US,32.6578,-114.4119,88.0,25,1,10.36,clear sky
363,Winneba,GH,5.3511,-0.6231,84.2,84,20,11.5,few clouds
364,Massaguet,TD,12.4755,15.4365,91.4,27,100,9.22,overcast clouds
365,Erzin,TR,36.9559,36.2,64.0,59,96,8.01,overcast clouds
366,Yerbogachen,RU,61.2767,108.0108,30.6,80,79,6.26,broken clouds
367,Baihar,IN,22.1,80.55,76.48,24,61,1.39,broken clouds
368,Springdale,US,36.1867,-94.1288,62.6,77,75,9.22,broken clouds
369,Kodinsk,RU,58.6881,99.1844,30.51,89,80,2.42,broken clouds
370,Victoria,HK,22.2855,114.1577,77.0,87,25,1.99,scattered clouds
371,Kanigoro,ID,-8.13,112.219,70.97,88,8,3.2,clear sky
372,Tongzi,CN,28.7829,105.0877,68.29,93,100,3.98,overcast clouds
373,Turayf,SA,31.6725,38.6637,73.4,25,0,9.22,clear sky
374,Yingkou,CN,40.6648,122.2283,52.38,87,100,9.53,overcast clouds
375,Khatanga,RU,71.9667,102.5,32.85,97,100,20.4,overcast clouds
376,Oistins,BB,13.0667,-59.5333,80.6,61,20,17.27,few clouds
377,Bardiyah,LY,31.7561,25.0865,62.55,66,64,11.05,broken clouds
378,Harbour Breton,CA,47.4833,-55.7983,37.92,81,36,24.87,scattered clouds
379,Pio Xii,BR,-3.8325,-45.1525,75.83,96,90,3.6,overcast clouds
380,Santa Rosa,PH,14.3122,121.1114,82.99,74,20,6.91,few clouds
381,Ampanihy,MG,-24.7,44.75,70.77,63,8,6.42,clear sky
382,Coahuayana,MX,18.7333,-103.6833,86.0,28,1,17.27,clear sky
383,Ancud,CL,-41.8697,-73.8203,53.01,93,20,3.44,few clouds
384,Tekkali,IN,18.6167,84.2333,78.66,85,80,3.56,broken clouds
385,Dandong,CN,40.1292,124.3947,56.07,70,100,5.12,overcast clouds
386,Sobolevo,RU,54.4299,31.8996,34.74,81,73,5.12,broken clouds
387,Vostok,RU,46.4856,135.8833,37.08,96,100,3.87,overcast clouds
388,Saquena,PE,-4.6667,-73.5167,76.51,93,57,3.02,broken clouds
389,Baishishan,CN,43.5833,127.5667,53.85,78,100,5.41,overcast clouds
390,Sabang,ID,5.8933,95.3214,82.8,72,100,18.48,overcast clouds
391,Isangel,VU,-19.55,169.2667,86.0,74,75,10.78,broken clouds
392,Linkuva,LT,56.0856,23.9725,32.0,86,99,13.8,overcast clouds
393,Biak,ID,-0.9131,122.8766,78.17,77,100,2.73,overcast clouds
394,Kamenka,RU,51.3223,42.7678,43.0,95,9,7.43,clear sky
395,Nsanje,MW,-16.92,35.262,66.29,92,0,2.04,clear sky
396,Pimentel,PE,-6.8367,-79.9342,69.8,73,0,24.16,clear sky
397,Odoyev,RU,53.9393,36.6864,40.23,93,100,7.96,moderate rain
398,Koroni,GR,36.8,21.95,64.99,55,100,9.22,overcast clouds
399,Bethlehem,BR,-1.4558,-48.5044,77.0,94,75,5.75,broken clouds
400,Buin,CL,-33.7333,-70.75,57.2,72,90,5.75,overcast clouds
401,Clarksburg,US,39.2807,-80.3445,57.2,30,1,8.05,clear sky
402,Louga,RU,58.7372,29.8453,35.13,95,37,5.55,scattered clouds
403,Bambey,SN,14.6955,-16.4493,73.4,78,26,6.91,scattered clouds
404,Angoche,MZ,-16.2325,39.9086,75.81,79,87,8.68,overcast clouds
405,Lalin,ES,42.7167,-8.1167,57.99,94,75,4.61,broken clouds
406,Celestun,MX,20.8667,-90.4,87.06,58,45,11.34,scattered clouds
407,Beni Suef,EG,29.0731,31.0979,65.59,51,0,14.16,clear sky
408,Terra Santa,BR,-2.1042,-56.4869,76.91,87,91,1.07,light rain
409,Sambava,MG,-14.2667,50.1667,73.76,90,100,9.22,overcast clouds
410,Aurangabad,IN,19.8833,75.3333,79.66,26,91,2.57,overcast clouds
411,Samsud,RO,47.35,22.95,43.0,87,40,1.14,scattered clouds
412,Shelburne,CA,44.0787,-80.2041,60.8,27,1,13.8,clear sky
413,Balkhash,KZ,46.844,74.9804,37.45,40,39,14.07,scattered clouds
414,Karratha,AU,-20.7377,116.8463,74.17,28,0,12.41,clear sky
415,Ulaangom,MN,49.9811,92.0667,31.89,68,86,2.48,overcast clouds
416,The Pas,CA,53.8251,-101.2541,33.8,34,40,11.5,scattered clouds
417,Bukoba,TZ,-1.3317,31.8122,65.48,89,81,3.29,light rain
418,Ixtapa,MX,20.7,-105.2,82.4,65,20,14.97,few clouds
419,Talaya,RU,61.3833,152.75,17.73,80,100,10.89,overcast clouds
420,Birao,CF,10.2849,22.7882,87.69,35,98,7.56,overcast clouds
421,Urusha,RU,54.05,122.9,34.27,44,33,3.47,scattered clouds
422,Mocuba,MZ,-16.8392,36.9856,65.5,97,2,1.23,clear sky
423,Altar,MX,30.7,-111.8167,82.99,19,0,1.99,clear sky
424,Bud,US,39.447,-86.1758,57.2,44,90,5.75,overcast clouds
425,Sola,VU,-13.8833,167.55,83.75,68,85,16.62,overcast clouds
426,Katherine,AU,-14.4667,132.2667,71.6,35,73,13.8,broken clouds
427,Roberval,CA,48.5168,-72.2324,51.8,25,20,17.27,few clouds
428,Mahebourg,MU,-20.4081,57.7,78.8,78,40,9.22,light rain
429,Cayenne,GF,4.9333,-52.3333,78.01,94,90,1.14,heavy intensity rain
430,Sire,NG,12.9299,5.2043,91.72,27,91,4.05,overcast clouds
431,Fort Saint James,CA,54.4333,-124.25,49.5,35,80,4.88,broken clouds
432,Seoul,KR,37.5683,126.9778,60.8,51,0,4.61,clear sky
433,Matagami,CA,49.7502,-77.6328,59.0,29,1,10.36,clear sky
434,Moratuwa,LK,6.773,79.8816,78.8,94,40,2.3,scattered clouds
435,Port Hedland,AU,-20.3167,118.5667,66.2,45,0,5.75,clear sky
436,Kavieng,PG,-2.5744,150.7967,80.15,79,100,4.88,light rain
437,Boende,CD,-0.2167,20.8667,71.55,99,100,2.8,light rain
438,Amga,RU,60.8953,131.9608,24.71,86,100,9.55,overcast clouds
439,Mehamn,NO,71.0357,27.8492,32.72,70,68,13.91,light snow
440,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,76.06,93,63,2.59,broken clouds
441,Ternate,ID,0.8,127.4,82.38,76,61,4.21,broken clouds
442,Jasper,US,37.2001,-94.3502,64.99,63,90,10.36,light rain
443,Batemans Bay,AU,-35.7167,150.1833,61.0,48,14,3.69,few clouds
444,Cabo San Lucas,MX,22.8909,-109.9124,84.2,36,20,4.61,few clouds
445,Mikuni,JP,36.2171,136.1519,55.4,71,75,1.14,broken clouds
446,Codrington,AU,-38.2667,141.9667,55.56,84,100,9.37,overcast clouds
447,Coos Bay,US,43.3665,-124.2179,54.0,66,1,9.22,clear sky
448,Gravelbourg,CA,49.8834,-106.5512,37.4,20,97,2.3,overcast clouds
449,Westport,US,41.1415,-73.3579,60.01,29,14,10.42,few clouds
450,Olmos,PE,-5.9847,-79.7453,80.08,56,60,6.22,broken clouds
451,Timizart,DZ,36.8,4.2667,51.24,85,70,5.88,broken clouds
452,Emerald,AU,-23.5333,148.1667,70.0,32,8,17.27,clear sky
453,Knysna,ZA,-34.0363,23.0471,57.2,100,44,3.44,scattered clouds
454,Flinders,AU,-34.5833,150.8552,61.0,68,92,1.01,overcast clouds
455,Lamar,US,33.6668,-95.5836,63.0,94,90,18.41,overcast clouds
456,Bubaque,GW,11.2833,-15.8333,78.15,71,2,17.07,clear sky
457,Bambanglipuro,ID,-7.95,110.2833,73.72,88,3,3.91,clear sky
458,Goundi,TD,9.3627,17.366,81.34,60,90,13.87,overcast clouds
459,Iqaluit,CA,63.7506,-68.5145,28.4,93,90,3.44,light snow
460,Lakatoro,VU,-16.0999,167.4164,85.05,69,64,9.84,broken clouds
461,Svetlogorsk,BY,52.6333,29.7333,36.01,81,63,9.1,broken clouds
462,Chara,RU,56.9064,118.2631,25.54,77,18,3.18,few clouds
463,Chunskiy,RU,56.0815,99.6342,31.48,70,100,6.33,overcast clouds
464,Gat,IL,31.61,34.7642,66.99,100,79,3.96,broken clouds
465,Dinghai,CN,26.2847,119.7936,68.0,83,40,4.47,mist
466,Okha,RU,53.5739,142.9478,30.81,67,70,7.52,broken clouds
467,Pangai,TO,-19.8,-174.35,84.2,70,40,4.61,scattered clouds
468,Itoman,JP,26.1247,127.6694,68.0,83,75,13.8,broken clouds
469,Bindi,SL,9.9167,-11.45,75.85,81,100,5.17,overcast clouds
470,Kushmurun,KZ,52.4503,64.6311,45.81,44,100,10.38,overcast clouds
471,Harpanahalli,IN,14.8,75.9833,74.44,70,16,4.85,few clouds
472,Montes Claros,BR,-16.735,-43.8617,75.2,60,0,3.44,clear sky
473,Tilichiki,RU,60.4667,166.1,25.29,80,46,3.51,scattered clouds
474,Terney,RU,45.0503,136.6092,55.49,66,100,6.89,overcast clouds
475,Mwene-Ditu,CD,-7.0,23.45,67.39,92,97,0.96,overcast clouds
476,Hualmay,PE,-11.0964,-77.6139,67.66,86,28,9.06,scattered clouds
477,Maku,IR,39.2911,44.4521,55.67,34,3,1.34,clear sky
478,Sao Francisco,BR,-15.9486,-44.8644,76.64,46,13,2.93,few clouds
479,Dwarka,IN,22.2394,68.9678,81.03,78,100,11.32,overcast clouds
480,Asfi,MA,32.2994,-9.2372,63.93,91,79,3.38,broken clouds
481,Linjiang,CN,41.8069,126.9078,56.52,57,100,0.27,overcast clouds
482,Souris,CA,49.6172,-100.2612,39.2,19,75,10.36,broken clouds
483,Fortuna,US,40.5982,-124.1573,57.99,82,1,18.41,clear sky
484,Pundaguitan,PH,6.3711,126.1689,82.74,74,85,8.3,overcast clouds
485,Ola,RU,59.5833,151.2833,26.65,91,99,2.21,overcast clouds
486,Bairiki,KI,1.3292,172.9752,86.0,79,20,5.75,few clouds
487,Evanston,US,42.0411,-87.6901,59.0,44,90,13.8,overcast clouds
488,Nhulunbuy,AU,-12.2333,136.7667,84.2,51,97,17.27,overcast clouds
489,Rio Grande,BR,-32.035,-52.0986,68.0,90,7,17.78,clear sky
490,Sterling,US,39.0062,-77.4286,62.6,27,75,9.22,broken clouds
491,Vertientes,CU,21.2594,-78.1464,84.2,54,20,17.27,few clouds
492,Bima,ID,-8.4667,118.7167,75.22,90,1,2.77,clear sky
493,Wanlaweyn,SO,2.6185,44.8938,81.01,74,65,8.16,broken clouds
494,Sao Filipe,CV,14.8961,-24.4956,72.57,72,37,11.25,scattered clouds
495,Ipixuna,BR,-1.7625,-48.8043,77.0,94,75,5.75,broken clouds
496,Batagay,RU,67.6333,134.6333,10.51,91,83,1.9,broken clouds
497,Bonoua,CI,5.2741,-3.595,82.4,94,20,5.75,few clouds
498,Zvecka,RS,44.6389,20.1647,46.4,57,0,1.14,clear sky
499,Nova Granada,BR,-20.5339,-49.3142,73.4,43,0,8.05,clear sky
500,Socorro,US,31.6546,-106.3033,75.2,13,20,17.27,few clouds
501,Kiruna,SE,67.8557,20.2251,24.8,80,20,11.5,few clouds
502,Ulladulla,AU,-35.35,150.4667,59.0,55,31,11.5,scattered clouds
503,Pangnirtung,CA,66.1451,-65.7125,26.6,86,75,4.61,broken clouds
504,Malakal,SS,9.5334,31.6605,86.76,44,50,3.87,scattered clouds
505,Wangjing,IN,24.6,94.0333,57.4,61,35,0.22,scattered clouds
506,Marawi,PH,7.9986,124.2928,75.99,88,98,5.99,overcast clouds
507,Bossangoa,CF,6.4926,17.4552,70.5,93,100,9.01,overcast clouds
508,Wanning,CN,18.8003,110.3967,77.63,88,20,8.5,few clouds
509,Xining,CN,36.6167,101.7667,42.28,91,100,4.41,overcast clouds
510,Tamiahua,MX,21.2667,-97.45,82.81,69,72,16.71,broken clouds
511,Cruz,BR,-2.9178,-40.1717,78.33,83,36,10.0,scattered clouds
512,Hami,CN,42.8,93.45,44.26,29,61,9.91,broken clouds
513,Miri,MY,4.4148,114.0089,78.8,89,20,3.44,few clouds
514,Half Moon Bay,US,37.4636,-122.4286,63.0,82,40,6.91,haze
515,Kolosovka,RU,56.4678,73.611,32.34,66,84,7.78,broken clouds
516,Novosergiyevka,RU,52.0934,53.6528,45.41,93,100,10.33,moderate rain
517,Alta Floresta,BR,-9.8756,-56.0861,72.63,93,12,2.24,few clouds
518,Khor,RU,47.8861,134.9464,45.48,31,100,12.17,overcast clouds
519,Morozovsk,RU,48.3539,41.8261,49.51,77,100,7.99,light rain
520,Shache,CN,38.4167,77.2406,49.26,14,19,3.06,few clouds
521,Ambilobe,MG,-13.2,49.05,71.91,85,90,3.89,overcast clouds
522,Agadir,MA,30.4202,-9.5982,66.2,82,75,5.75,broken clouds
523,Alyangula,AU,-13.8483,136.4192,80.6,65,68,5.75,broken clouds
524,Henties Bay,NA,-22.116,14.2845,62.01,87,14,5.01,few clouds
525,Partyzany,UA,46.3314,34.7503,47.57,95,81,8.95,broken clouds
526,Saint-Lo,FR,49.1162,-1.0903,48.2,53,0,9.22,clear sky
527,Mochishche,RU,55.1586,83.1229,32.0,68,0,4.47,clear sky
528,Karlovac,HR,45.4872,15.5478,43.0,88,7,1.32,clear sky
529,Ossora,RU,59.2353,163.0719,32.34,95,100,6.51,overcast clouds
530,Honiara,SB,-9.4333,159.95,83.7,75,67,2.73,broken clouds
531,Beipiao,CN,41.7919,120.7792,51.89,82,93,9.4,overcast clouds
532,Kalmunai,LK,7.4167,81.8167,79.47,82,2,1.48,clear sky
533,Rongotea,NZ,-40.3,175.4167,64.99,74,37,5.99,scattered clouds
534,Hobyo,SO,5.3505,48.5268,82.96,67,65,9.48,broken clouds
535,Kouroussa,GN,10.65,-9.8833,82.02,55,83,5.08,broken clouds
536,Bocana De Paiwas,NI,12.7857,-85.1227,88.66,33,25,15.1,scattered clouds
537,Dhidhdhoo,MV,6.8833,73.1,83.05,75,7,6.55,clear sky
538,Amas,PH,7.0569,124.9839,78.01,83,100,1.1,overcast clouds
539,Dali,CN,25.7,100.1833,53.04,74,2,4.29,clear sky
540,Zimovniki,RU,47.1483,42.4633,51.06,75,100,7.38,light rain
541,Rapar,IN,23.5667,70.6333,79.38,70,74,12.62,broken clouds
542,Edgewater,US,28.9889,-80.9023,71.6,60,20,16.11,few clouds
543,Reconquista,AR,-29.15,-59.65,65.62,94,81,5.23,light rain
544,Baoning,CN,25.3378,110.026,71.6,94,90,2.24,overcast clouds
545,Dunkwa,GH,5.9656,-1.78,76.96,93,90,1.39,overcast clouds
546,Kerema,PG,-7.9631,145.7785,80.38,84,100,3.2,overcast clouds
547,Oksfjord,NO,70.2396,22.3479,33.8,60,90,12.66,overcast clouds
548,Murgab,TM,37.4966,61.9714,62.6,48,99,4.61,overcast clouds
549,Medak,IN,18.0333,78.2667,79.0,94,75,4.92,mist
550,Kuytun,RU,54.3419,101.5036,31.89,63,100,8.81,overcast clouds
551,Hammerfest,NO,70.6634,23.6821,32.0,64,75,6.91,broken clouds
552,Covington,US,39.0837,-84.5086,57.99,47,75,4.61,broken clouds
553,Savannah Bight,HN,16.45,-85.85,84.2,74,20,6.91,few clouds
554,Nouakchott,MR,18.0858,-15.9785,66.2,88,0,10.36,clear sky
555,Santa Maria,BR,-29.6842,-53.8069,69.8,64,0,3.44,clear sky
556,Lata,PT,40.1629,-8.3327,60.01,94,40,4.61,scattered clouds
557,Mayo,US,38.8876,-76.5119,60.8,31,1,8.05,clear sky
558,Kharp,RU,66.8014,65.8081,33.28,99,97,5.19,overcast clouds
559,Praia,CV,14.9215,-23.5087,69.8,73,20,16.11,few clouds
560,Salina,US,38.8403,-97.6114,53.6,82,90,6.91,overcast clouds
561,Camacha,PT,33.0833,-16.3333,62.6,82,40,14.97,scattered clouds
562,Makakilo City,US,21.3469,-158.0858,82.4,51,75,9.22,broken clouds
563,Nongstoin,IN,25.5167,91.2667,60.31,38,43,2.37,scattered clouds
564,Marondera,ZW,-18.1853,31.5519,55.87,85,51,2.62,broken clouds
565,Ussel,FR,45.55,2.3167,52.0,18,16,1.43,few clouds
566,Vao,NC,-22.6667,167.4833,75.67,76,84,13.73,broken clouds
567,Tres Lagoas,BR,-20.7511,-51.6783,71.56,42,0,3.96,clear sky
568,Fonte Boa,BR,-2.4959,-66.2662,75.38,96,60,2.33,broken clouds
569,Kirakira,SB,-10.4544,161.9205,83.98,71,65,4.81,broken clouds
570,Mogadishu,SO,2.0371,45.3438,82.49,74,79,10.54,broken clouds
571,Deputatskiy,RU,69.3,139.9,7.77,85,24,2.3,few clouds
572,Mokhsogollokh,RU,61.4681,128.9203,25.2,84,100,10.27,overcast clouds
573,Brae,GB,60.3964,-1.353,42.8,87,90,1.14,overcast clouds
574,Tirumullaivasal,IN,11.2333,79.8333,81.19,80,58,7.56,broken clouds
575,Dunajska Streda,SK,47.9927,17.6121,41.0,65,0,4.61,clear sky
576,Puri,IN,19.8,85.85,78.8,94,40,8.79,haze
577,Khandyga,RU,62.6667,135.6,17.69,78,69,4.03,broken clouds
578,Sur,OM,22.5667,59.5289,85.69,34,0,8.28,clear sky
579,Krasnoselkup,RU,65.7,82.4667,28.67,89,88,16.46,overcast clouds
580,Ambulu,ID,-8.345,113.6058,73.24,87,10,3.56,clear sky
581,Tadepallegudem,IN,16.8333,81.5,78.44,78,73,1.23,broken clouds
582,Horsham,GB,51.064,-0.3272,44.01,75,0,8.05,clear sky
583,Howard Springs,AU,-12.497,131.047,79.0,57,0,10.36,clear sky
584,Williamsburg,US,37.2707,-76.7075,62.6,31,1,5.75,clear sky
585,Copala,MX,16.65,-98.9833,85.91,52,100,9.82,overcast clouds
586,Jalu,LY,29.0331,21.5482,76.39,14,0,13.58,clear sky
587,Auchi,NG,7.0667,6.2667,77.31,86,100,4.85,overcast clouds
588,Qui Nhon,VN,13.7667,109.2333,77.85,85,75,1.72,broken clouds
589,Dogondoutchi,NE,13.6393,4.0287,89.4,10,21,8.19,few clouds
590,Tingo Maria,PE,-9.2895,-76.0088,72.81,95,16,1.34,few clouds
591,Kosai,JP,34.7105,137.5316,62.01,67,75,4.61,broken clouds
592,Altamira,BR,-3.2033,-52.2064,74.12,95,86,1.39,overcast clouds
593,Sovetskiy,RU,61.3614,63.5842,37.78,95,99,4.07,overcast clouds
594,Severnyy,RU,50.677,36.5532,48.2,93,75,6.71,light rain
595,Sunyani,GH,7.3399,-2.3268,75.42,87,100,3.29,light rain
596,Hovin,NO,63.1055,10.225,34.0,80,75,11.5,light snow
597,Oruro,BO,-17.9833,-67.15,45.59,70,76,17.16,broken clouds
598,Andra,RU,62.5147,65.8878,35.24,99,99,3.49,overcast clouds
599,Douala,CM,4.0483,9.7043,76.95,92,100,1.92,overcast clouds
600,Twin Falls,US,42.3505,-114.6445,62.6,19,1,21.85,clear sky
601,Hofn,IS,64.2539,-15.2082,44.28,78,99,4.36,overcast clouds
602,Luanda,AO,-8.8368,13.2343,77.0,88,75,11.5,broken clouds
603,Sakakah,SA,29.9697,40.2064,77.0,13,0,9.22,clear sky
604,Bayangol,RU,50.6977,103.4656,24.91,93,100,2.48,snow
605,Arinos,BR,-15.9169,-46.1056,75.25,55,15,2.95,few clouds
606,Ketchikan,US,55.3422,-131.6461,57.2,30,1,9.22,clear sky
607,Chilca,PE,-12.5211,-76.7372,66.2,82,20,9.22,few clouds
608,Moose Factory,CA,51.2585,-80.6094,46.4,49,1,5.75,clear sky
609,Paraiso,CR,9.8383,-83.8656,75.2,64,40,16.11,scattered clouds
610,Campina Grande Do Sul,BR,-25.3056,-49.0553,57.0,99,42,3.11,scattered clouds
611,Marzuq,YE,14.4,46.4667,68.47,64,7,6.22,clear sky
612,Ajdabiya,LY,30.7554,20.2263,77.99,16,48,18.43,scattered clouds
613,Teahupoo,PF,-17.8333,-149.2667,86.0,62,75,11.5,light rain
614,Mount Gambier,AU,-37.8333,140.7667,53.6,100,75,6.91,broken clouds
615,Awbari,LY,26.5921,12.7805,82.22,10,3,6.87,clear sky
616,Wageningen,NL,51.9667,5.6667,43.0,87,90,5.75,overcast clouds
617,Bowen,AU,-20.0167,148.2333,69.8,94,75,10.36,moderate rain
618,Kurtamysh,RU,54.9103,64.4319,43.95,47,100,10.31,overcast clouds
619,Flin Flon,CA,54.7682,-101.865,30.2,37,40,9.22,scattered clouds
620,Bontang,ID,0.1333,117.5,76.69,90,80,7.54,broken clouds
621,Ginda,IN,30.6945,78.4932,44.02,64,4,9.51,clear sky
622,Kargala,RU,56.6208,83.9607,28.0,79,11,4.29,few clouds
623,Conceicao Do Araguaia,BR,-8.2578,-49.2647,80.6,83,0,2.3,clear sky
624,Vardo,NO,70.3705,31.1107,30.2,80,40,10.36,scattered clouds
625,Vodnyy,RU,63.5046,53.4095,39.88,86,66,4.94,broken clouds
626,Port Blair,IN,11.6667,92.75,81.1,70,100,6.82,overcast clouds
627,Alma,CA,48.5501,-71.6491,51.8,29,23,18.41,few clouds
628,Diamantino,BR,-14.4086,-56.4461,78.03,63,47,3.49,scattered clouds
629,Lasa,IT,46.6166,10.7002,48.0,60,0,4.61,clear sky
630,Chingola,ZM,-12.529,27.8838,64.53,73,95,4.45,overcast clouds
631,Bam,IR,29.106,58.357,78.48,17,0,8.84,clear sky
632,Surt,LY,31.2089,16.5887,64.76,85,34,17.18,scattered clouds
633,Oshogbo,NG,7.7667,4.5667,74.23,95,64,6.2,broken clouds
634,Cukai,MY,4.25,103.4167,75.2,94,40,3.44,scattered clouds
635,Luganville,VU,-15.5333,167.1667,84.34,74,78,10.18,broken clouds
636,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,84.2,54,0,3.44,clear sky
637,La Asuncion,VE,11.0333,-63.8628,89.6,58,8,25.32,clear sky
638,Warkworth,NZ,-36.4,174.6667,64.99,78,4,10.0,clear sky
639,Teluknaga,ID,-6.0989,106.6381,77.0,78,20,4.61,haze
640,Carnarvon,AU,-24.8667,113.6333,62.6,67,0,9.22,clear sky
641,Northam,GB,51.0333,-4.2167,50.0,54,71,4.0,broken clouds
642,Bahia Blanca,AR,-38.7196,-62.2724,64.6,70,100,1.92,overcast clouds
643,Marrakesh,MA,31.6315,-8.0083,66.2,59,82,6.91,broken clouds
644,Vanimo,PG,-2.6741,141.3028,80.35,83,100,3.58,overcast clouds
645,Rjukan,NO,59.8789,8.5941,34.0,62,2,1.99,clear sky
646,Thasra,IN,22.8,73.2167,84.2,48,20,5.75,smoke
647,Assai,BR,-23.3733,-50.8414,71.6,53,0,3.44,clear sky
648,Erenhot,CN,43.6475,111.9767,47.98,38,30,21.36,scattered clouds
649,Kargasok,RU,59.0556,80.8572,25.93,93,13,3.89,few clouds
650,Rila,BG,42.1333,23.1333,44.6,70,0,3.44,clear sky
651,Novyy Urgal,RU,51.0736,132.5642,36.54,35,1,6.17,clear sky
652,Novopokrovka,UA,49.8425,36.5477,42.8,93,75,15.66,light rain
653,Muros,ES,42.7762,-9.0603,60.01,93,54,7.11,light rain
654,Les Cayes,HT,18.2,-73.75,78.89,75,24,7.27,few clouds
655,Bambari,CF,5.768,20.6757,71.26,93,100,2.28,overcast clouds
656,Moranbah,AU,-22.0016,148.0466,62.6,71,100,15.05,light rain
657,Yuzhno-Kurilsk,RU,44.0306,145.8556,40.98,78,100,14.03,overcast clouds
658,Stornoway,GB,58.2093,-6.3865,46.4,76,93,9.22,overcast clouds
659,Znamenskoye,RU,57.1281,73.8282,31.82,72,85,5.55,overcast clouds
660,Puerto Leguizamo,CO,-0.1934,-74.7819,75.76,96,70,2.57,heavy intensity rain
661,Ozatlan,SV,13.3833,-88.5,96.8,34,0,4.61,clear sky
662,Esmeraldas,BR,-19.7625,-44.3139,75.2,53,0,1.14,clear sky
663,Mulege,MX,26.8833,-111.9833,75.36,37,0,8.28,clear sky
664,Kiunga,PG,-6.1219,141.2906,79.99,84,86,1.05,overcast clouds
665,Paamiut,GL,61.994,-49.6678,32.23,76,1,2.55,clear sky
666,Sudislavl,RU,57.8817,41.7083,44.1,92,24,8.08,few clouds
667,Pokrovskoye,RU,47.4157,38.8971,51.01,82,100,4.0,overcast clouds
668,Kirovskiy,RU,45.0917,133.5136,44.47,71,100,9.86,overcast clouds
669,Sao Sebastiao,BR,-23.76,-45.4097,71.1,87,56,4.47,broken clouds
670,Potchefstroom,ZA,-26.7167,27.1,55.38,36,16,3.96,few clouds
671,Pemberton,CA,50.3164,-122.8027,51.8,58,90,5.75,overcast clouds
672,Hidalgo,MX,20.5,-99.0,84.69,11,96,3.42,overcast clouds
673,Buala,SB,-8.145,159.5921,84.38,66,12,3.74,few clouds
674,Sena Madureira,BR,-9.0656,-68.6569,76.05,88,74,3.44,broken clouds
675,Pangody,RU,65.85,74.4859,33.89,99,100,10.02,overcast clouds
676,Sistranda,NO,63.7256,8.834,37.4,56,40,19.57,scattered clouds
677,Dhanera,IN,24.5167,72.0167,78.51,66,29,6.53,scattered clouds
678,Muskogee,US,35.5834,-95.3336,59.0,94,90,10.36,mist
679,San Jeronimo,PE,-11.9472,-75.2829,51.44,90,51,4.27,broken clouds
680,Gulu,UG,2.7746,32.299,64.9,95,100,3.78,light rain
681,Maniitsoq,GL,65.4167,-52.9,32.9,72,12,5.3,few clouds
682,Yekaterinoslavka,RU,50.3734,129.1139,37.26,36,0,12.15,clear sky
683,Campbellton,CA,48.0075,-66.6727,39.2,70,99,14.97,overcast clouds
684,Willmar,US,45.1219,-95.0433,48.2,81,1,4.61,clear sky
685,Coihaique,CL,-45.5752,-72.0662,48.2,71,75,3.44,broken clouds
686,Barcarena,BR,-1.5058,-48.6258,77.0,94,75,5.75,broken clouds
687,Sabalgarh,IN,26.25,77.4,76.98,35,2,6.24,clear sky
688,Tipuani,BO,-15.5648,-68.0185,69.93,98,23,1.72,few clouds
689,Auka,HN,14.9333,-83.8333,86.0,74,20,5.75,few clouds
690,Andenes,NO,69.3143,16.1194,33.8,69,90,14.97,light snow
691,Thunder Bay,CA,48.4001,-89.3168,57.2,41,40,12.66,scattered clouds
692,Ostersund,SE,63.1792,14.6357,28.99,74,3,13.8,clear sky
693,Jinchang,CN,38.4953,102.1739,41.47,71,100,1.95,overcast clouds
694,Miraflores,MX,19.2167,-98.8083,80.6,18,40,13.8,scattered clouds
695,Chapais,CA,49.7834,-74.8492,50.0,32,1,13.8,clear sky
696,Virginia Beach,US,36.8529,-75.978,61.0,31,90,13.8,overcast clouds
697,Conceicao Da Barra,BR,-18.5933,-39.7322,73.38,88,10,5.17,clear sky
698,Sedniv,UA,51.6447,31.565,36.36,85,74,7.94,broken clouds
